comments,sentiment_keyword_json,sentiment,emotion
"I played sonic on Sega, this trailer gave me hope.","{'usage': {'text_units': 1, 'text_characters': 50, 'features': 2}, 'sentiment': {'document': {'score': 0.457976, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.144086, 'joy': 0.195266, 'fear': 0.252329, 'disgust': 0.134928, 'anger': 0.078698}}}}",positive,fear
"I was waiting one of the kids be like: “Dad, what is bay watch?”.","{'usage': {'text_units': 1, 'text_characters': 65, 'features': 2}, 'sentiment': {'document': {'score': -0.737332, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.354143, 'joy': 0.265573, 'fear': 0.189857, 'disgust': 0.084701, 'anger': 0.235627}}}}",negative,sadness
"Glad that a studio listens to the fans, I think it will be great","{'usage': {'text_units': 1, 'text_characters': 64, 'features': 2}, 'sentiment': {'document': {'score': 0.982225, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.017037, 'joy': 0.91136, 'fear': 0.012381, 'disgust': 0.043219, 'anger': 0.011241}}}}",positive,joy
I like this sonic I hope it’s good and I hope you will do a review one this movie and for the scooby doo Video is look good that was my childhood,"{'usage': {'text_units': 1, 'text_characters': 145, 'features': 2}, 'sentiment': {'document': {'score': 0.968113, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.064982, 'joy': 0.79878, 'fear': 0.056066, 'disgust': 0.062498, 'anger': 0.010976}}}}",positive,joy
Been waiting for this.,"{'usage': {'text_units': 1, 'text_characters': 22, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}}}",neutral,sadness
I love watching your families reactions! Like I was waiting for this today. I gotta admit that I don’t watch a lot of family vlogs or reactions on YouTube but you guys are 👍,"{'usage': {'text_units': 1, 'text_characters': 173, 'features': 2}, 'sentiment': {'document': {'score': 0.972706, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.256292, 'joy': 0.675874, 'fear': 0.023813, 'disgust': 0.036651, 'anger': 0.040953}}}}",positive,joy
This looks much better! 💯,"{'usage': {'text_units': 1, 'text_characters': 25, 'features': 2}, 'sentiment': {'document': {'score': 0.92355, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.19604, 'joy': 0.666868, 'fear': 0.022837, 'disgust': 0.014375, 'anger': 0.013161}}}}",positive,joy
I was wondering if y'all were going to watch this since it came out,"{'usage': {'text_units': 1, 'text_characters': 67, 'features': 2}, 'sentiment': {'document': {'score': -0.399526, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.447835, 'joy': 0.178516, 'fear': 0.266348, 'disgust': 0.143709, 'anger': 0.106804}}}}",negative,sadness
"Great reaction and review, family.  My 9 year old son is obsessed with sonic. Also Amy my mind went the same way when he said like Baywatch. Lol.","{'usage': {'text_units': 1, 'text_characters': 145, 'features': 2}, 'sentiment': {'document': {'score': 0.633266, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.166678, 'joy': 0.704513, 'fear': 0.035615, 'disgust': 0.081753, 'anger': 0.044317}}}}",positive,joy
Firs trailer was so crap and this was was so good. Movie might be ok.,"{'usage': {'text_units': 1, 'text_characters': 69, 'features': 2}, 'sentiment': {'document': {'score': 0.331992, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.119498, 'joy': 0.181219, 'fear': 0.538111, 'disgust': 0.091568, 'anger': 0.267657}}}}",positive,fear
Don't underestimate the power of the web. :D,"{'usage': {'text_units': 1, 'text_characters': 44, 'features': 2}, 'sentiment': {'document': {'score': 0.939813, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.046311, 'joy': 0.834028, 'fear': 0.008133, 'disgust': 0.009171, 'anger': 0.024606}}}}",positive,joy
"He’s seems to have the look, sass and attitude from the 90s cartoon and comics. I Love It.

I had the NES and my cousin had a MegaDrive with Sonic, I was so jealous. Lol","{'usage': {'text_units': 1, 'text_characters': 169, 'features': 2}, 'sentiment': {'document': {'score': 0.458341, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.146782, 'joy': 0.741685, 'fear': 0.014964, 'disgust': 0.022684, 'anger': 0.096031}}}}",positive,joy
"As a DC shill, I appreciated the Flash references 😁","{'usage': {'text_units': 1, 'text_characters': 51, 'features': 2}, 'sentiment': {'document': {'score': 0.980721, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.089213, 'joy': 0.653127, 'fear': 0.006695, 'disgust': 0.035954, 'anger': 0.001321}}}}",positive,joy
I use to loooooovvve sonic when I was like 4-9 years old,"{'usage': {'text_units': 1, 'text_characters': 56, 'features': 2}, 'sentiment': {'document': {'score': 0.429855, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.375933, 'joy': 0.147392, 'fear': 0.07371, 'disgust': 0.285314, 'anger': 0.130557}}}}",positive,sadness
"Completely thrilled that this happen! I'm going to see this film!

Happy yall enjoyed the trailer!!!","{'usage': {'text_units': 1, 'text_characters': 100, 'features': 2}, 'sentiment': {'document': {'score': 0.991017, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.028449, 'joy': 0.938126, 'fear': 0.010079, 'disgust': 0.01714, 'anger': 0.006705}}}}",positive,joy
"omg they need a sequel to have Knuckles, Tails, Amy etc!","{'usage': {'text_units': 1, 'text_characters': 56, 'features': 2}, 'sentiment': {'document': {'score': -0.647325, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.274943, 'joy': 0.168018, 'fear': 0.268229, 'disgust': 0.233746, 'anger': 0.132444}}}}",negative,sadness
"Remember when James Woods made a killer performance out of Hades in Hercules?
Jim Carry is following such a good example. Taking the eccentricity out of the character and take it out of the park while enjoying the ride.
Super back on board.","{'usage': {'text_units': 1, 'text_characters': 240, 'features': 2}, 'sentiment': {'document': {'score': 0.492292, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.11457, 'joy': 0.709472, 'fear': 0.009743, 'disgust': 0.061633, 'anger': 0.085817}}}}",positive,joy
This trailer really made me happy!,"{'usage': {'text_units': 1, 'text_characters': 34, 'features': 2}, 'sentiment': {'document': {'score': 0.9929, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.042008, 'joy': 0.858745, 'fear': 0.087338, 'disgust': 0.007494, 'anger': 0.015091}}}}",positive,joy
"More film studios should look up to paramount for listening to their fans and doing a whole redesign, yes it may take a long time having to retouch the character but just look at how much respect and gratitude they have got from their fans now! at the end of the day these films wouldn’t be possible if it weren’t for the fans.","{'usage': {'text_units': 1, 'text_characters': 327, 'features': 2}, 'sentiment': {'document': {'score': 0.663847, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.024666, 'joy': 0.747955, 'fear': 0.004311, 'disgust': 0.226281, 'anger': 0.035472}}}}",positive,joy
"WTH!!! XD
I LOVE the pg rating! XD","{'usage': {'text_units': 1, 'text_characters': 34, 'features': 2}, 'sentiment': {'document': {'score': 0.951753, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.00678, 'joy': 0.93526, 'fear': 0.0064, 'disgust': 0.004755, 'anger': 0.025405}}}}",positive,joy
First trailer was ok but this looks great,"{'usage': {'text_units': 1, 'text_characters': 41, 'features': 2}, 'sentiment': {'document': {'score': 0.977108, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.016114, 'joy': 0.787087, 'fear': 0.126922, 'disgust': 0.016823, 'anger': 0.010688}}}}",positive,joy
React to true damage Giants by league it's the new music group,"{'usage': {'text_units': 1, 'text_characters': 62, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.393753, 'joy': 0.521761, 'fear': 0.032074, 'disgust': 0.018993, 'anger': 0.082486}}}}",neutral,joy
"Ohgod that coinsound at the end before he goes into the portal gets me everytime. Sweet, sweet childhood game","{'usage': {'text_units': 1, 'text_characters': 109, 'features': 2}, 'sentiment': {'document': {'score': 0.882331, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.104947, 'joy': 0.811012, 'fear': 0.034888, 'disgust': 0.01989, 'anger': 0.035288}}}}",positive,joy
"This is a day 1 for me😭, as a Sonic fan I was skeptical of a film due to how the games jump back and forth between being good or bad over the years. My faith has been restored with the redesign though. I think I’m gonna really enjoy this","{'usage': {'text_units': 1, 'text_characters': 237, 'features': 2}, 'sentiment': {'document': {'score': 0.792621, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.393947, 'joy': 0.551827, 'fear': 0.053966, 'disgust': 0.034012, 'anger': 0.009736}}}}",positive,joy
"Sonic has been a Number one hedgehog in Sega

Jim carrey still got it","{'usage': {'text_units': 1, 'text_characters': 69, 'features': 2}, 'sentiment': {'document': {'score': -0.469334, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.300885, 'joy': 0.097564, 'fear': 0.062613, 'disgust': 0.076659, 'anger': 0.131473}}}}",negative,sadness
"yea i love it !!  i wanna see this, looks like tons of fun now","{'usage': {'text_units': 1, 'text_characters': 62, 'features': 2}, 'sentiment': {'document': {'score': 0.978539, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.109228, 'joy': 0.807055, 'fear': 0.046258, 'disgust': 0.014681, 'anger': 0.021429}}}}",positive,joy
React to giants. New league song.,"{'usage': {'text_units': 1, 'text_characters': 33, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.317471, 'joy': 0.620481, 'fear': 0.031079, 'disgust': 0.005802, 'anger': 0.050452}}}}",neutral,joy
0:52 The boy is traumatized lol.,"{'usage': {'text_units': 1, 'text_characters': 32, 'features': 2}, 'sentiment': {'document': {'score': -0.90541, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.129056, 'joy': 0.704562, 'fear': 0.067766, 'disgust': 0.037053, 'anger': 0.055051}}}}",negative,joy
Literally no reaction throughout the trailer,"{'usage': {'text_units': 1, 'text_characters': 44, 'features': 2}, 'sentiment': {'document': {'score': -0.896408, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.082311, 'joy': 0.068729, 'fear': 0.390888, 'disgust': 0.068053, 'anger': 0.04862}}}}",negative,fear
Awesome guys!!!!,"{'usage': {'text_units': 1, 'text_characters': 16, 'features': 2}, 'sentiment': {'document': {'score': 0.947004, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.004378, 'joy': 0.965108, 'fear': 0.00985, 'disgust': 0.010044, 'anger': 0.008474}}}}",positive,joy
I'm so glad they listened to their fans and fix Sonic the way he should be.,"{'usage': {'text_units': 1, 'text_characters': 75, 'features': 2}, 'sentiment': {'document': {'score': 0.955971, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.055118, 'joy': 0.822767, 'fear': 0.006542, 'disgust': 0.09479, 'anger': 0.022084}}}}",positive,joy
Everyone's faces: 😐😐😐😐😐,"{'usage': {'text_units': 1, 'text_characters': 23, 'features': 2}, 'sentiment': {'document': {'score': -0.997521, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.287, 'joy': 0.111521, 'fear': 0.135079, 'disgust': 0.465195, 'anger': 0.021687}}}}",negative,disgust
I love sonic!!! It’s not going to be the best movie ever but it’s going to be good,"{'usage': {'text_units': 1, 'text_characters': 82, 'features': 2}, 'sentiment': {'document': {'score': 0.877911, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.017706, 'joy': 0.896327, 'fear': 0.021434, 'disgust': 0.007844, 'anger': 0.043198}}}}",positive,joy
I love the reaction,"{'usage': {'text_units': 1, 'text_characters': 19, 'features': 2}, 'sentiment': {'document': {'score': 0.976817, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.023196, 'joy': 0.905368, 'fear': 0.004555, 'disgust': 0.027337, 'anger': 0.024313}}}}",positive,joy
Loved how they fixed it! Also Mama Mackeys hair is looking great 👍,"{'usage': {'text_units': 1, 'text_characters': 66, 'features': 2}, 'sentiment': {'document': {'score': 0.996332, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.028239, 'joy': 0.95711, 'fear': 0.004211, 'disgust': 0.001427, 'anger': 0.005531}}}}",positive,joy
i'm from brazil and i love watching your videos but i wanted you to react Giants new lol music video,"{'usage': {'text_units': 1, 'text_characters': 100, 'features': 2}, 'sentiment': {'document': {'score': 0.886621, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.093811, 'joy': 0.829494, 'fear': 0.043249, 'disgust': 0.011921, 'anger': 0.034789}}}}",positive,joy
I got Detective Pikachu type vibes from this trailer. Looks like a GREAT FAMILY FUN FILM. I might lose my mind though if the chaos emeralds & Super Sonic make an appearance.😂😂😂😂,"{'usage': {'text_units': 1, 'text_characters': 177, 'features': 2}, 'sentiment': {'document': {'score': 0.970567, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.178844, 'joy': 0.651231, 'fear': 0.117326, 'disgust': 0.096765, 'anger': 0.002661}}}}",positive,joy
"Please react to True Damage - Giants! League of Legends music video, it's crazy!","{'usage': {'text_units': 1, 'text_characters': 80, 'features': 2}, 'sentiment': {'document': {'score': -0.3942, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.329711, 'joy': 0.500587, 'fear': 0.05052, 'disgust': 0.032947, 'anger': 0.170695}}}}",negative,joy
"Cool, glad you guys reacted to the new one 👍🏻","{'usage': {'text_units': 1, 'text_characters': 44, 'features': 2}, 'sentiment': {'document': {'score': 0.992584, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.116298, 'joy': 0.797072, 'fear': 0.011413, 'disgust': 0.014467, 'anger': 0.015548}}}}",positive,joy
"Hi, please, react True Damage - League of legends <3","{'usage': {'text_units': 1, 'text_characters': 52, 'features': 2}, 'sentiment': {'document': {'score': 0.926464, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.336981, 'joy': 0.510466, 'fear': 0.0273, 'disgust': 0.040113, 'anger': 0.12679}}}}",positive,joy
2:19 dance party,"{'usage': {'text_units': 1, 'text_characters': 16, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.044885, 'joy': 0.823217, 'fear': 0.044414, 'disgust': 0.01804, 'anger': 0.013269}}}}",neutral,joy
